clean_text,label
verizon bain near canada directory deal  new york reuters  verizon communications inc lta hrefhttpwwwinvestorreuterscomfullquoteaspxtickervzn targetstocksquickinfofullquotegtvznltagt is  near an agreement to sell its canadian telephone directory  business to private equity firm bain capital the new york post  said on wednesday,Business
chinas lenovo in talks with major it firm for acquisition afp afp  chinas largest manufacturer of personal computers lenovo group said it is in negotiations with a major information technology company believed to be usbased ibm,Sci/Tech
research alertfirst albany ups supergen to  quotbuy quot on drug deal first albany capital on wednesday raised supergen inc 39s supgo quote profile research stock rating to  quotbuy quot from  quotneutral quot following its cancerdrug deal with mgi pharma inc,Business
alien contact more likely by  quotmail quot than radio study says researchers behind the study speculate that other lifeforms may have already sent us messages perhaps even as organic material embedded in asteroids that have struck earth,Sci/Tech
oracle moves to monthly patch schedule an alert posted on the company 39s web site outlined the patches that should be posted to fix numerous security holes in a number of applications,Sci/Tech
internet explorer wins the battle there 39s a remarkable graph on google 39s zeitgeist site showing the meteoric rise of microsoft internet explorer 6 use and equally catastrophic decline of all other competing browsers,Sci/Tech
compete against your friends si experts and celebrities in this ltbgtltbgt owings mills maryland ticker   quotprime time quot has decided this is the right time to return to the nfl deion sanders regarded as perhaps the most electrifying cornerback in league history arrived here ,Sports
paris tourists search for key to da vinci code reuters reuters  a funny thing happened on the way to themona lisa visitors to the louvre museum in paris home of theworlds most famous painting started quizzing tour guidesabout dan browns bestselling novel the da vinci code,World
us factory growth eases  new york reuters  expansion in the us factory sector  slowed in august as higher costs for energy and raw materials  squeezed manufacturers a report showed on wednesday but  analysts said growth remained relatively robust,Business
china reports births of two giant pandas ap ap  for pandas its practically a baby boom two giant pandas were born this week and mothers and cubs were doing fine the official xinhua news agency reported wednesday,Sci/Tech
d 39urso suspended by fa the football association has handed referee andy d 39urso a 28day suspension following his failure to give barry ferguson his marching orders against southampton on august 21,Sports
israel seals off gaza strip the israeli army sealed off gaza strip wednesday by shutting down erez crossing and the industrial zone and prevented palestinians from leaving,World
need for carbon sink technologies climate scientists tell a conference that greater efforts should be made to pull co2 from the atmosphere,Sci/Tech
sharedeal ban signals mgm deal movie studio metrogoldwyn meyer has reportedly banned some of its staff from buying or selling its shares stoking speculation that a multibilliondollar takeover of the group could be days away with time warner the favoured candidate,Business
dell debuts color laser printers three new models are designed for businesses and home office users,Sci/Tech
crude oil prices soar on drop in us oil inventories crude oil futures surged wednesday as the us energy department reported us oil supplies fell more than expected crude oil for october delivery rose 168 dollars to 43,Business
taiwan 39s acer picks a european as president taipei acer the taiwan computer company named gianfranco lanci of italy as its president on wednesday an appointment that signals the company 39s ambitions to expand its global market share,Sci/Tech
companies moving cautiously on microsoft 39s sp2 update  quotwhether companies roll out windows xp immediately or replace their older operating systems with windows xp when purchasing new pcs companies now have to ensure xp sp2 compliancy by determining ,Sci/Tech
milosevic startled no applause it was to have been slobodan milosevic 39s day of dignity the day on which the former serbian leader would with certain drama lay out his defense strategy in his trial ,World
google shares down ahead of first lockup expiry shares in newly public google inc fell 2 percent on wednesday as investors braced for the expiration of a lockup period that has kept insiders at the web search company from selling stock,Business
philip morris plaintiffs fighting again springfield ill philip morris and lawyers who won a tenbbilliondollar judgment against the company are fighting again the cigarette maker on monday asked the illinois supreme court to disqualify a chicago ,Business
aether declines higher bid for unit washingtonpostcom washingtonpostcom  aether systems inc a maryland wireless data company that is selling off its operating units said yesterday it received a  3630 million offer for a division it had already agreed to sell to another buyer for  3625 million,Sci/Tech
scientists to study dairy going organic ap ap  cornell researchers will watch five upstate new york dairy herds to learn about the problems and challenges of converting from conventional to organic farming,Sci/Tech
29 escapees from north seek refuge at school in beijing beijing  twentynine people believed to be north korean entered the japanese school in beijing on wednesday morning to seek asylum in a country other than china according to foreign ministry officials in tokyo,World
orioles 8 devil rays 0 javy lopez drove in four runs daniel cabrera became the first rookie to win 10 games this season and the baltimore orioles held the tampa bay devil rays to two hits in an 80 victory,Sports
europeans eat less of dangerous fatty foods by paul geitner    brussels belgium ap  europeans eat less of the most dangerous cholesterolraising fats than americans do and the amount is decreasing according to a report released wednesday by the european food safety authority    scientists at the european food safety authority declined to say whether the eu should follow the united states lead and require special labels on margarine chips cookies fries and other potential sources of trans fatty acids,Sci/Tech
samsung says it will expand chip factories the samsung electronics company the korean electronics giant said monday that it would invest 237 billion in new chip production lines over the next six years,Business
sap software exposes shippers financial errors the installation of sap financial software at a major londonbased container transport firm exposed flaws in the companys accounting systems and processes forcing it to restate its earnings,Sci/Tech
verisign sues icann in state court verisign is asking a california court to order the internet corporation for assigned names and numbers to butt out of its business,Sci/Tech
mexican columnist murdered a prominent mexican journalist known for his reports on organised  crime is killed on the us border,World
os stuff devil rays javy lopez drives in four runs daniel cabrera becomes the first rookie to win 10 games this season and the orioles hold tampa bay to two hits in an 80 victory wednesday night,Sports
republican convention dogged by relentless protests reuters reuters  five thousand people protesting highjob losses formed a 3 mile unemployment line in manhattan onwednesday and aids activists disrupted a republican meeting onthe third day of the partys convention to nominate thepresident to a second term in office,World
make hotels just like home hotel operators take note todays hotel guests are making a nonsense of roompricing strategies with their aggressive internetaided discounthunting,Sci/Tech
strong hurricane roars over bahamas toward florida reuters reuters  hurricane frances battered thesoutheastern bahamas islands with 140 mph winds on wednesday asit roared toward the united states and put millions of peopleon alert along floridas heavily populated east coast,Sci/Tech
update 8 ford gm set production cuts on sales drop another disappointing sales month at general motors corp and ford motor co led the nation 39s two largest automakers to cut planned vehicle production in the fourth quarter which could hurt profits,Business
apple unwraps new imac g5s paris  apple computer will begin shipping its new imac g5 desktop computer worldwide in midseptember the company 39s top marketing executive says,Sci/Tech
sneaky sharing pc world pc world  despite wellpublicized wins by piracy foes illegal digital music and movie trading continues to flourish in underground havens,Sci/Tech
hague court imposes defense counsel on milosevic  the hague reuters  judges at the hague tribunal on  thursday imposed a defense counsel on former yugoslav president  slobodan milosevic to avoid further delays in his war crimes  trial,World
it 39s got to be cole on the left football365 39s top pundit looks ahead to england 39s international doubleheader and calls for joe cole to be given the nod on the left of the three leftsided options available to svengoran eriksson on saturday i would personally go for joe cole,Sports
court imposes lawyer on milosevic the un tribunal in the hague says it will impose a defence lawyer on former yugoslav leader slobodan milosevic,World
not a big hit everywhere bill ryan is spending the last days of the summer traveling across canada and the united states to pitch big shareholders on the complicated plan to sell 51 percent of his banknorth group inc to torontodominion bank ,Business
software service aims to outfox caller id a new computerized service enables customers to create phony outbound phone numbers in order to mask their telephone identities,Business
as french school year begins iraq crisis tests head scarf ban paris  school doors open for 12 million french children today but there is far more at stake this year than backtoschool jitters,World
12 nations agree to locust battle plan dakar senegal  residents burned tires and children took to the streets with sticks in senegals capital yesterday to fight an invasion of locusts as 12 west african nations agreed on a battle plan,World
hes caught up in hurricane there was the 5 million deutsche bank championship to prepare for and the ryder cup is a few weeks away but the first order of business for jim furyk yesterday was to make sure his wife and children were headed for safety,Sports
a serving of football efl style cant wait to see the super bowl champion new england patriots look to continue their 15game winning streak when they host the indianapolis colts next thursday gridiron junkies will whet their appetite tomorrow at 7 pm at battis field in middleborough where the middleboro cobras and brockton buccaneers will tangle for eastern football league supremacy,Sports
locals lift irish squad in europe tourney tim brett and matt shinney are lacrosse aficionados and fervent players brett 27 who is a manager at a hotel in charlestown and shinney 23 a student at bridgewater state college are selfdescribed lacrosse  quotweekend warriors quot,Sports
phone fight against home violence a campaign begins to collect old mobile phones and convert them into alarms for women who are attacked in the home,Sci/Tech
israeli forces raid gaza refugee camp israeli forces destroyed two fivestory apartment buildings in a gaza refugee camp early thursday after evacuating thousands of palestinians from a neighborhood said residents and the military,World
napster offers music to go this service leverages new windows media 10 technologies to enable napster subscribers to download music to portable devices a technology called janus,Sci/Tech
casagrande and golbano out of vuelta italy 39s francesco casagrande and carlos golbano of spain have been declared unfit to start the tour of spain following prerace blood tests,Sports
japanese prime minister inspects four northern islands under ltbgtltbgt on september 2 japanese prime minister junichiro koizumi right inspects four northern islands that are under territorial dispute with russia,World
red hat replaces cfo red hat on thursday named charles peters jr as executive vice president and chief financial officer peters replaces kevin thompson who unexpectedly announced his resignation in june a few days before the ,Business
federated sales decline in august a slow august snapped an eightmonth winning streak for federated department stores inc which reported its first drop in sales since november,Business
french students face new head scarf ban paris  millions of french students returned to school thursday as a new law that bans islamic head scarves from classrooms went into effect amid demands by islamic radicals holding two french hostages in iraq that the law be scrapped    muslim leaders in france who had largely opposed the law urged calm for the return to class,World
scotch whisky eyes asian and eastern european markets afp afp  a favourite tipple among connoisseurs the world over whisky is treated with almost religious reverence on the hebridean island of islay home to seven of scotlands single malt distilleries,World
mobile phone sales hit secondquarter record gartner afp afp  global sales of mobile telephones hit a record 156 million in the second quarter a study published by the us research group gartner showed,Sci/Tech
british bug splat survey springs surprise reuters reuters  the results of one of the strangerenvironmental surveys to be conducted in britain are in  andtheres a surprise,Sci/Tech
specialty retail tales not every specialty retailer is cut from the same mold  some are just moldy,Business
smith setback for windies west indies have been forced to make a second change to their champions trophy squad because of injury dwayne smith is suffering from a shoulder problem and has been replaced by ryan hinds,Sports
orange tells customers to talk now european carrier orange is rolling out its own push to talk service ahead of efforts to create a standardized ptt system european mobile carrier orange has announced ,Sci/Tech
microsofts tune like many others cue the music microsoft has officially thrown its headphones into the ring in the contest to bring legal music downloads to the masses ltfont faceverdanams sans serifarialhelvetica size2 color666666gtltbgtwashingtonpostcomltbgtltfontgt,Sci/Tech
rnc protesters using text messages to plan multiple reports of provocateurs setting trash fires in midtown read one text message sent to 400plus mobile phones this week through a service called ruckus rnc 2004 text alerts,Sci/Tech
red hat replaces cfo charles peters jr is taking over as the company deals with the aftereffects of restating its earnings for the past three fiscal years,Sci/Tech
appeals court faults oracle in shareholder suit judges send case back to lower court to sort out allegations of improper bookkeeping and suspicious stock sales,Sci/Tech
microsoft japan to give away over one million xp sp2 cds tokyo  microsoft corps japanese arm will begin giving away more than a million cdroms of the companys latest security update windows xp service pack 2 sp2 from 27500 locations during september and october the company said on thursday,Sci/Tech
sun to enter content switch market sun microsystems inc plans later this month to unveil its first ever content switch a loadbalancing and ssl secure sockets layer acceleration switch based on the nauticus n2000 products that the santa clara california company acquired in january of this year,Sci/Tech
us airways shares up on possible pilots pact shares of us airways group inc rose more than 9 thursday morning after the airline 39s pilots union said it may agree on a plan to cut wages and benefits,Business
microsoft to make foray into online music siliconvalleycom siliconvalleycom  microsoft makes its longanticipated entry into the online music market today marking the first serious challenge to apple computers popular itunes service,Sci/Tech
leapfrogs greener pastures the motley fool the motley fool  if youve ever had the entrepreneurial bug dig its teeth into you odds are that you might take heart anytime a companys founder steps down and moves on granted sometimes you have instances like gateways nyse gtw  news ted waitt and apples nasdaq aapl  news steve jobs in which the originators come back to lead their companies but thats rarely the case,Sci/Tech
davenport advances at us open new york  lindsay davenports summer of success stayed on course thursday when the fifthseeded former us open champion defeated arantxa parra santonja 64 62 and advanced to the third round of the seasons final grand slam event,World
media speculate on successor as england coach prepares to step ltbgtltbgt with sir clive woodward seemingly on his way to soccer england 39s rugby team is looking for a new coach to follow up last year 39s world cup triumph,Sports
update 1jimenez garcia donald make langer a happy man miguel angel jimenez and sergio garcia warmed up for this month 39s ryder cup with sparkling starts at the european masters on thursday,Sports
some dire talk from yukos lifts oil prices oscow sept 2 world oil prices rose on thursday after russia 39s largest oil producer yukos said a court ruling  quotparalyzes 39 39 the company 39s operations,Business
megawati kicks off 36th asean economic meeting jakarta agencies president megawati soekarnoputri opened highlevel economic talks between members of the association of southeast asian nations asean on friday with a warning to asean leaders that they must stay the course on their agreed ,Business
microsoft bends on sender id software firm microsoft seems to have agreed to bend to the will of the open source community on its antispam technology sender id,Sci/Tech
fossil pushes upright walking back 2 million years study says  quotdating the beginnings of bipedalism is very important in the human story because for many experts it would mark a clear divergence from the ancestralape pattern and show that the human lineage had really begun quot said chris stringer director of the ,Sci/Tech
semiconductor manufacturing to boost capacity by half update2 semiconductor manufacturing international corp china 39s biggest supplier of madetoorder chips said its factory capacity will rise by more than half in the second half as the company brings more plants on line,Sci/Tech
the playlist whats wrong with digital music stores pc world pc world  though digital music has come a long way todays online music stores still have significant problems heres my fixit wish list,Sci/Tech
counting the hops forbescom forbescom  like network appliance many top tech firms are snapping up linux programmers hoping to influence the way the operating system evolves the trick is to hire programmers closest to linux creator linus torvalds torvalds oversees linux development but he delegates pieces of the system to the 25 or so code maintainerslike trond myklebust at netappmaintainers in turn break their projects into smaller pieces overseen by submaintainers,Sci/Tech
congress members seek officers dismissal ap ap  a group of congressional democrats is asking president bush to dismiss a senior military intelligence officer who made church speeches that included inflammatory religious remarks while discussing the war on terrorism,World
french hostage transfer sparks release hopes  paris reuters  hopes of a swift end to the french  hostage crisis rose early friday after the le figaro newspaper  that employs one of the two captives said the men were now  being held by iraqi guerrillas willing to negotiate their  release,World
south korea seeks to play down nuclear disclosure  seoul reuters  south korea said on friday it did not  expect a shock declaration that government scientists enriched  uranium four years ago to upset international efforts to end  north koreas nuclear ambitions,World
after steep drop price of oil rises the freefall in oil prices ended monday on a spate of ominous developments including a deadly attack on a us consulate in saudi arabia and reports that opec might cut production this week,Business
exteller wins bias case against citizens a former parttime teller and mexican immigrant won more than 100000 after the massachusetts commission against discrimination determined citizens bank discriminated against her when it bypassed her for a fulltime job in favor of a less experienced white coworker,Business
seoul allies calm on nuclear shock south koreas key allies play down a shock admission its scientists experimented to enrich uranium,World
freed trio get warm delhi welcome three indian truck drivers held hostage in iraq arrive back in delhi where large crowds greet them,World
oil prices rise on fears about yukos production oil prices briefly bolted above 45 a barrel yesterday then retreated toward 44 in a volatile day of trading after russian oil giant yukos said its output could suffer because of a court ruling that froze some of its assets,Business
the bahamas  the real medal winner of the athens olympics a different way of calculating the medal standings brings some interesting results,Sci/Tech
third month of slow sales for retailers the august start of the backtoschool shopping season was a disappointment for major retailers,Business
south koreans say secret work refined uranium south korea admitted that a group of its nuclear scientists secretly produced a small amount of nearweapons grade uranium,World
del monte needs 9lives the leading private and branded food and pet products marketer is spending to revamp its image,Business
utes pile it on alex smith throws for three touchdowns rushes for two more and finishes with 435 yards of offense and no 20 utah backs up its first preseason ranking with a 4121 win over texas a m,Sports
high court hears dispute over michigan interstate wine sales the supreme court is considering whether michigan and other states may bar people from buying wine directly from outofstate suppliers a bigmoney question that could lead to sweeping changes in how alcoholic beverages are regulated ,Business
apple faithfuls apathy to blame for napsterized schools ltstronggtopinionltstronggt impotent with ipod pride,Sci/Tech
nepal capital under curfew for 3rd day violators ordered to be ltbgtltbgt a shootonsight curfew imposed to prevent riots and violent protests over the killing of 12 nepalese workers in iraq entered its third day friday while officials said they were trying to recover the bodies of the slain hostages,World
md board meeting worries democrats republicandominated election board met behind closed doors in deliberations that democrats feared were aimed at ousting elections administrator linda h lamoneltbrgtltfont faceverdanams sans serifarialhelvetica size2 color666666gtltbgtthe washington postltbgtltfontgt,Sci/Tech
ibm and intel to open up blade specifications with todays expected announcement hardware vendors will get access to the bladecenter specifications by signing a sevenpage licensing agreement which grants users the right to license the specifications for certain types of products,Sci/Tech
columnists simple and secure isnt so simple simple to code does not always mean simple for the user and simple for the user is often not easy to code,Sci/Tech
policeman shot dead in saudi battle one saudi policeman was killed and three others were wounded in clashes with militants in a town northeast of riyadh a number of suspects were arrested in the battles officials said,World
eu foreign ministers hope to break deadlock over asem summit the european union said friday it  quothoped to reach a conclusion quot at a meeting of foreign ministers on the participation of militaryruled myanmar in an upcoming summit of asian and european nations,Business
first albany cuts target for intel keeps  39buy 39 rating new york cbsmw  first albany lowered its stock price target for intel intc to 24 from 30 following the chip sector bellwether 39s lowered thirdquarter revenue and margin outlook,Business
lynch triumphs at redcar fergal lynch had a good win at redcar as he returned to action yesterday along with champion jockey kieren fallon fellow rider darren williams and trainer karl burke after their shock ,Sports
9 in a row red sox sweep angels the red sox take control of the american league wildcard race with a 43 win over the angels it was boston 39s ninth straight win  a season high,Sports
the russians are back st paul minnoutclassed and completely humiliated by the russians here last night the reeling and desperate americans are planning wholesale lineup changes to get back on track in the world cup,Sports
us economy generated 144000 jobs in august afp afp  the us economy generated 144000 jobs in august the labour department said in a sign that the labour market was improving slightly after two sluggish months,Business
yukos faces tax arrears of 4bn moscow russias tax ministry said on friday that it had raised its back tax claims against oil major yukos by a fifth for 01 to 119,Business
argentine court acquits bombing suspects an argentine court acquitted five suspects in the 1994 bombing of a jewish community center that killed 85 people la nacion newspaper reported friday,World
ibm recalls 225000 laptop adapters the adapters can overheat and cause damage to the circuit board according to a safety agency washington ibm will recall about 225000 ac power adapters for several models of its laptop computer because ,Sci/Tech
big blue veteran heads to emc emc has hired a former ibm veteran to be its chief technology officer in what appears to be the latest step in emc 39s evolution from a data storage hardware specialist to a more comprehensive computing company,Sci/Tech
no miracle this time that miracle of course took place in lake placid ny during the 1980 winter olympics thanks to the likes of jim craig mike eruzione ken morrow and the rest of the us hockey team the mighty soviet union ,Sports
kerry vows to tell truth as president reuters reuters  democrat john kerry on fridaydismissed the republican convention as bitter and insultingand promised to be a us president who would tell americansthe truth,World
intel outlook may portend pc weakness  new york reuters  intel corps lta hrefhttpwwwinvestorreuterscomfullquoteaspxtickerintco targetstocksquickinfofullquotegtintcoltagt sharp cut in its  revenue outlook dragged down shares of personal computer makers  on friday on fears that the chipmakers problems could signal  weak pc markets analysts said,Business
indian inflation peaks on imports indian inflation hits its highest level in more than three years boosted by increasing energy and food costs,Business
judge geico can sue google overture over ads a federal judge in virginia has ruled that a trademark infringement suit filed by the government employees insurance co geico against internet search giants google inc and overture services inc can proceed,Business
did apple offer sony an itunes deal update a partnership may be crucial for longterm success one industry insider says,Sci/Tech
usa  textile industry to renew request to place embargo on ltbgtltbgt the us textile industry officials would plead for blocking chinese imports to the bush administration this month earlier this year the white house had rejected a similar request made by 130 republican and democratic members of congress,Business
nasa braces for frances thousands of automobiles clogged florida 39s highways during the largest evacuation in state history as residents anticipated the arrival of hurricane frances,Sci/Tech
lsu oklahoma play openers on saturday louisiana state beat oklahoma in the bowl championship series title game in the sugar bowl last january both teams play their openers on saturday in the first full weekend of the college football season,Sports
gerrard only a 5050 chance vienna  england midfielder steven gerrard is a major doubt to face austria in today 39s opening 2006 world cup qualifier gerrard has failed to shake off a groin injury suffered in training on thursday and ,Sports
israeli troops kill two palestinians ap ap  israeli troops killed two palestinians in two separate incidents friday and israeli helicopters fired three missiles at a gaza warehouse the army said was used for making weapons,World
continental won 39t make pension contributions this year continental airlines announced today it will not make any contributions to its pension plan this year citing as reasons the ongoing uncertainty of the industry 39s economic environment and the record high cost of jet fuel,Business
napster tests  quotonthego quot subscription service napster announced yesterday that it is testing a new subscription service model that would add portable devices to the list of its subscription service 39s supported devices,Sci/Tech
a different ball game two interesting stories this week one  manchester united 39s signing of wayne rooney  exciting if rather predictable another  southampton 39s apparent intent to hire england rugby union coach sir clive woodward  surprising and to many baffling,Sports
president pm review dialogue process with india islamabad pakistan  sep 04 pid  president general pervez musharraf and prime minister shaukat aziz attended a meeting on friday to review the progress of the composite dialogue between india and pakistan delineates a strategy to carry the process ,World
mlb houston 8 pittsburgh 6 carlos beltran went two for four with a homer and scored three times friday night as houston downed pittsburgh 86 craig biggio jose vizcaino and jeff bagwell also homered for ,Sports
attack on un vehicle kills one in southern afghanistan kandahar afghanistan  an afghan man died and five people were hurt in a bomb attack on a un vehicle in afghanistan officials said in the second deadly blast in a week as the country prepares for next month 39s polls,World
mauresmo cruises to straightset victory new york  no 2 women 39s seed amelie mauresmo of france advanced to the fourth round of the us open defeating no 31 seed maria ventokabchi 62 60 friday,Sports
it 39s not in the cards jose lima bounced back in grand style friday night from one of his worst outings of the season and an eightday layoff limiting the national league 39s most feared lineup to two ,Sports
protesters greet taiwan president during brief visit tensions between taiwan and china landed on seattle 39s doorstep last night when taiwan president chen shuibian visited seattle under tight security greeted by demonstrators both for and against taiwan independence,World
livewire fantasy sports leagues thrive online reuters reuters  take 15 million armchair athletesadd a steady stream of statistics and mix in a healthy dollopof trash talk post it all on the internet and youve got a  363billion industry built around imaginary sports teams,Sci/Tech
yankees brown go down swinging kevin browns frustrating season finally reached a boiling point and now his hot temper could cost the new york yankees at the most important time brown broke his nonpitching hand when he punched a wall in the clubhouse last night during a 31 loss to the baltimore orioles that cut new yorks lead in the al east ,Sports
medicare premiums to rise record 17 pct washington  medicare premiums for doctor visits are going up a record 1160 a month next year the bush administration says the increase reflects a strengthened medicare while democrats complain that seniors are being unfairly socked,World
at ampt wireless moves to sell canada asset t ampt wireless services inc the thirdlargest united states mobile phone company reached an agreement yesterday with rogers communications inc,Business
symonds century lifts australia london england  andrew symonds rode his luck to score the second oneday century of his career as australia scored 2696 from their 50 overs against pakistan at lord 39s,Sports
federer back in open 39s fourth round with masterful performance for most tennis players having about the same number of clean winners as unforced errors translates into a pretty good performance,Sports
two palestinians kiled in a night raid against a warehouse in gaza israeli military helicopters yesterday evening bombarded by missiles a building in one of the refugee camps in the downtown of gaza while two palestinians were killed and other three injured in the sector by the israeli bullets,World
colo town relieved by bryant decision ap ap  it was the surest sign that the kobe bryant case was leaving town for good after a 14month occupation a rancher obtained permission to tear down cnns 15by20foot camera platform near the courthouse,Sports
french captives 39 fate mulled baghdad iraq  an islamic militant group that claimed to have kidnapped two french journalists said it would soon decide their fate according to a message posted on a web site friday and an iraqi negotiator called the chance for their release  quotexcellent ,World
alert shuts los angeles airport parts of los angeles international airport are temporarily closed down amid reports of a security breach,World
bush cuts down the middle on broccoli question afp afp  facing a issue that once tripped up his father us president george w bush told adoring supporters that he likes broccoli part of it anyway,World
job numbers give candidates room to debate washington  employers stepped up hiring in august expanding payrolls by 144000 and lowering the unemployment rate to 54 percent,Business
no 19 iowa dominates kent st 397 ap ap  drew tate threw two touchdowns in his first start and no 19 iowa turned in a dominating defensive performance to beat kent state 397 in the season opener saturday,Sports
quick duff puts kerr 39s men into fast lane brian kerr took his ireland squad to the dogs last wednesday but the evening spent watching greyhounds race was not solely about relaxation,Sports
email this to a friend print this story never content with the simple things in life microsoft is apparently on a mobile media crusade with the deceptively unassuming announcement of the companies msn music service,Sci/Tech
stocks dip after intel cuts forecast stocks in the united states fell  led by technology shares  after the world 39s biggest semiconductor maker intel cut its revenue forecast because of slowing demand for personal computers and mobile phones,Business
hezbollah rejects abolition call the leader of militant lebanese group hezbollah rejects a un call for the organisation to be disbanded,World
pierce hunts down sharapova maria sharapova the 17yearold wimbledon champion was eliminated in the third round at the us open yesterday by the 27th seed mary pierce who used to be known as  quotthe ,Sports
singh takes twoshot lead woods tied for second  norton massachusetts reuters  fijis vijay singh  fashioned an eightunder par 63 saturday to take a twoshot  secondround lead on 131 in the deutsche bank championship,Sports
biffle bests mears greg biffle wins a nearly racelong duel with casey mears pulling away over the last two laps to win the nascar busch series race saturday at california speedway,Sports
walmart anchors windows media mall the world 39s largest software company has teamed with the world 39s largest retailer to help kick off the latest version of windows media player,Business
kerr cruises into lead cristie kerr carded a nineunderpar 63 to take a fourstroke lead after the third round of the state farm classic in illinois kerr entered the day four shots behind christina kim but showed the youngster that tour veterans must never be underestimated,Sports
in internet calling skype is living up to the hype skype is the easiest fastest and cheapest way for individual customers to use their computers with broadband connections as telephones,Sci/Tech
the next shock not oil but debt the american economic ship which has weathered the recent runup in crude oil prices may be more vulnerable to sudden surges in the price of money,Business
motorists submitting to high gas prices ap ap  americans appear to be getting used to paying more to drive  151 even if it means they have less money to buy other things for example walmart stores inc the worlds largest retailer blamed disappointing sales in august on the fact that shoppers spent more just getting to and from its stores,Business
judge orders inspector to look at hollinger dealings a canadian judge has ordered that a courtappointed inspector be assigned to take a close look at the business dealings of hollinger inc the conrad blackcontrolled company said on friday,Business
pfizer to settle asbestos claims new york dowjonesap  pfizer pfe said friday it has agreed to pay 430 million to settle all lawsuits against it alleging injury from insulation products made by a subsidiary,Business
apache balks at microsoft 39s licensing demands for antispam ltbgtltbgt com the apache software foundation developers of the popular opensource apache web server said on thursday that it wouldn 39t support the proposed antispam standard sender id because the licensing terms set by microsoft corp,Sci/Tech
asean moves closer to single market with  39road map 39 global trade ltbgtltbgt jakarta  asean finance ministers ended a meeting which saw southeast asia edge closer to a europestyle single market laying out a  quotroad map quot for integration and opening doors to wider global trade,World
canada finland rule pools martin brodeur made 27 saves and brad richards kris draper and joe sakic scored to help canada beat russia 31 last night in toronto giving the canadians a 30 record in roundrobin play of the world cup of hockey,Sports
smith lifts missouri with allaround effort columbia mo  brad smith threw for 233 yards and three touchdowns and ran for 63 yards and another score to help no 18 missouri rout arkansas state 5220 last night in the season opener for both teams,Sports
uconn passes first test dan orlovsky threw for 382 yards and tied his school record with five touchdown passes to lead connecticut to a 5214 win over murray state yesterday in east hartford,Sports
tigers celebrating after beavers don 39t get their kicks freshman alexis serna is down on the field kneeling pounding the tiger stadium turf he wanted to hide but couldn 39t find a place,Sports
russian school death toll tops 340 the death toll in the russian schoolhouse siege soared to more than 340 yesterday and the horrifying human cost is likely to keep climbing,World
sharapova ousted they were 78 feet and a generation apart on one end of the arthur ashe stadium court stood maria sharapova the 17yearold wimbledon champion with a future as bright as her usual smile,Sports
tom ridge sets allage record in winning world trotting derby tom ridge set an allage record of 1 minute 502 seconds in winning the 530000 world trotting derby at the duquoin ill state fair yesterday,Sports
little guy earns big victory at open new york  olivier rochus didnt know quite how to react first the arms went hesitantly up in the air then there was a little halffist pump a triumphant bellow and a smile that could have lit a path through the darkest storm then rochus a 23yearold belgian who prior to this year had never won a match at the ,Sports
checking changes toward the end of the month if resources are a little tight there are times when krista bergstrom admits she writes a check or two for more than is left in her account,Business
sales aren 39t making the grade retailers in michigan delighted when students returned to the classroom but the backtoschool sales haven 39t generated the kind of dollars many projected,Business
rossi  39i 39m fairly happy 39 valentino rossi who on thursday pledged his future to yamaha entered the final qualifying session with the fastest time to date but with the morning rain having washed the circuit clean the italian was unable to challenge makoto tamada for the pole,Sports
pope prays for beslan school dead at italy mass  loreto italy reuters  pope john paul prayed for the  victims of the inhumane violence of russias beslan school  tragedy as he said mass on sunday before 200000 people in  central italy,World
kerr happy with irish win republic of ireland manager brian kerr said he was delighted with the 30 win over cyprus after so many players had pulled out of his squad,Sports
microsoft sees opensource threat looming ever larger microsoft corp is facing growing pressure from opensource software across every segment of its businessa competitive threat that could have significant consequences for its financial future going forward ,Sci/Tech
global sales of mobile phones hit record levels paris global cellphone sales rose to record levels in the second quarter as nokia clawed back some of its lost market share according to figures released thursday,Sci/Tech
in the end goofs sink jays toronto  all the early miscues belonged to the oakland athletics but the ones that mattered the most in the eighth and ninth innings were made by the toronto blue jays,Sports
france hopeful for hostages fatwa demands release reuters reuters  france remained hopeful on sunday thattwo french hostages in iraq would be freed and a religiousfatwa issued in iraq demanded their release,World
saddam aides to go on trial within weeks  daoud iraq 39s toppled leader saddam hussein and his top aides will go on trial within weeks iraqi minister of state kasim daoud said on sunday,World
the lowdown on downloading music the digital music space is changing with more songs and a growing number of places to download music legally realizing that the time was ripe to see how we were doing i took some song recommendations and sat down to see what i could download,Sci/Tech
guidant j ampj reportedly are in merger talks johnson  amp johnson is in advanced negotiations to acquire guidant an indianapolisbased medical device maker for more than 24 billion executives close to the talks said monday,Business
iraq govt seeks to confirm if saddam aide held  baghdad reuters  iraqs government was scrambling on  sunday to confirm whether the most wanted saddam hussein aide  still on the run had been captured as confident statements  that he had been seized gave way to doubt and confusion,World
hurricanes bring environmental renewal ap ap  along with their destructive force hurricanes can have beneficial effects as part of the rhythm of nature storms that erode beaches uproot trees and flatten wildlife habitats may also refresh waterways revive dry areas and bulk up barrier islands with redistributed sand,Sci/Tech
bush takes a doubledigit lead as kerry campaign struggles to regroup afp afp  george w bush took a doubledigit lead in what had been a neckandneck presidential election contest prompting democratic challenger john kerry to refocus his campaign on breadandbutter economic issues where the republican incumbent president is considered vulnerable,World
